ymd,h,m,v
20171105,1,25,40.32
20171105,1,30,42.24
20171105,1,35,41.28
20171105,1,40,42.24
20171105,1,45,41.28
20171105,1,50,41.28
20171105,1,55,41.28
20171105,2,0,42.24
20171105,2,5,41.28
20171105,2,10,41.28
20171105,2,15,41.28
20171105,2,20,41.28
20171105,2,25,41.28
20171105,2,30,41.28
20171105,2,35,40.32
20171105,2,40,40.32
20171105,2,45,41.28
20171105,2,50,40.32
20171105,2,55,40.32
20171105,3,0,40.32
20171105,3,5,40.32
20171105,3,10,47.04
20171105,3,15,47.04
20171105,3,20,47.04
20171105,3,25,48.96
20171105,3,30,48
20171105,3,35,47.04
20171105,3,40,48
20171105,3,45,47.04
20171105,3,50,42.24
20171105,3,55,26.88
20171105,4,0,25.92
20171105,4,5,26.88
20171105,4,10,25.92
20171105,4,15,26.88
20171105,4,20,25.92
20171105,4,25,25.92
20171105,4,30,26.88
20171105,4,35,26.88
20171105,4,40,25.92
20171105,4,45,26.88
20171105,4,50,25.92
20171105,4,55,26.88
20171105,5,0,25.92
20171105,5,5,25.92
20171105,5,10,25.92
20171105,5,15,24.96
20171105,5,20,25.92
20171105,5,25,26.88
20171105,5,30,25.92
20171105,5,35,25.92
20171105,5,40,24.96
20171105,5,45,25.92
20171105,5,50,24.96
20171105,5,55,25.92
20171105,6,0,24.96
20171105,6,5,25.92
20171105,6,10,25.92
20171105,6,15,24.96
20171105,6,20,26.88
20171105,6,25,25.92
20171105,6,30,25.92
20171105,6,35,26.88
20171105,6,40,26.88
20171105,6,45,25.92
20171105,6,50,26.88
20171105,6,55,26.88
20171105,7,0,27.84
20171105,7,5,26.88
20171105,7,10,27.84
20171105,7,15,26.88
20171105,7,20,26.88
20171105,7,25,26.88
20171105,7,30,25.92
20171105,7,35,26.88
20171105,7,40,27.84
20171105,7,45,32.64
20171105,7,50,55.68
20171105,7,55,53.76
20171105,8,0,64.32
20171105,8,5,66.24
20171105,8,10,68.16
20171105,8,15,67.2
20171105,8,20,65.28
20171105,8,25,61.44
20171105,8,30,59.52
20171105,8,35,56.64
20171105,8,40,56.64
20171105,8,45,54.72
20171105,8,50,56.64
20171105,8,55,55.68
20171105,9,0,55.68
20171105,9,5,56.64
20171105,9,10,55.68
20171105,9,15,51.84
20171105,9,20,57.6
20171105,9,25,56.64
20171105,9,30,55.68
20171105,9,35,56.64
20171105,9,40,56.64
20171105,9,45,53.76
20171105,9,50,51.84
20171105,9,55,61.44
20171105,10,0,61.44
20171105,10,5,61.44
20171105,10,10,60.48
20171105,10,15,61.44
20171105,10,20,59.52
20171105,10,25,60.48
20171105,10,30,60.48
20171105,10,35,61.44
20171105,10,40,61.44
20171105,10,45,59.52
20171105,10,50,59.52
20171105,10,55,60.48
20171105,11,0,59.52
20171105,11,5,60.48
20171105,11,10,60.48
20171105,11,15,62.4
20171105,11,20,66.24
20171105,11,25,66.24
20171105,11,30,64.32
20171105,11,35,64.32
20171105,11,40,64.32
20171105,11,45,64.32
20171105,11,50,63.36
20171105,11,55,63.36
20171105,12,0,64.32
20171105,12,5,64.32
20171105,12,10,66.24
20171105,12,15,66.24
20171105,12,20,66.24
20171105,12,25,66.24
20171105,12,30,66.24
20171105,12,35,66.24
20171105,12,40,66.24
20171105,12,45,65.28
20171105,12,50,65.28
20171105,12,55,65.28
20171105,13,0,64.32
20171105,13,5,65.28
20171105,13,10,65.28
20171105,13,15,66.24
20171105,13,20,65.28
20171105,13,25,66.24
20171105,13,30,70.08
20171105,13,35,69.12
20171105,13,40,70.08
20171105,13,45,69.12
20171105,13,50,69.12
20171105,13,55,69.12
20171105,14,0,68.16
20171105,14,5,69.12
20171105,14,10,68.16
20171105,14,15,67.2
20171105,14,20,48.96
20171105,14,25,44.16
20171105,14,30,44.16
20171105,14,35,57.6
20171105,14,40,83.52
20171105,14,45,84.48
20171105,14,50,84.48
20171105,14,55,86.4
20171105,15,0,84.48
20171105,15,5,85.44
20171105,15,10,85.44
20171105,15,15,84.48
20171105,15,20,79.68
20171105,15,25,85.44
20171105,15,30,81.6
20171105,15,35,85.44
20171105,15,40,82.56
20171105,15,45,80.64
20171105,15,50,74.88
20171105,15,55,73.92
20171105,16,0,70.08
20171105,16,5,71.04
20171105,16,10,72
20171105,16,15,68.16
20171105,16,20,64.32
20171105,16,25,64.32
20171105,16,30,64.32
20171105,16,35,63.36
20171105,16,40,64.32
20171105,16,45,63.36
20171105,16,50,63.36
20171105,16,55,64.32
20171105,17,0,63.36
20171105,17,5,63.36
20171105,17,10,63.36
20171105,17,15,62.4
20171105,17,20,63.36
20171105,17,25,63.36
20171105,17,30,62.4
20171105,17,35,63.36
20171105,17,40,62.4
20171105,17,45,62.4
20171105,17,50,64.32
20171105,17,55,63.36
20171105,18,0,62.4
20171105,18,5,64.32
20171105,18,10,62.4
20171105,18,15,63.36
20171105,18,20,64.32
20171105,18,25,63.36
20171105,18,30,63.36
20171105,18,35,63.36
20171105,18,40,63.36
20171105,18,45,64.32
20171105,18,50,64.32
20171105,18,55,65.28
20171105,19,0,63.36
20171105,19,5,64.32
20171105,19,10,64.32
20171105,19,15,63.36
20171105,19,20,64.32
20171105,19,25,63.36
20171105,19,30,63.36
20171105,19,35,64.32
20171105,19,40,64.32
20171105,19,45,64.32
20171105,19,50,63.36
20171105,19,55,63.36
20171105,20,0,63.36
20171105,20,5,63.36
20171105,20,10,64.32
20171105,20,15,64.32
20171105,20,20,63.36
20171105,20,25,63.36
20171105,20,30,64.32
20171105,20,35,63.36
20171105,20,40,63.36
20171105,20,45,63.36
20171105,20,50,63.36
20171105,20,55,64.32
20171105,21,0,69.12
20171105,21,5,69.12
20171105,21,10,70.08
20171105,21,15,70.08
20171105,21,20,70.08
20171105,21,25,70.08
20171105,21,30,69.12
20171105,21,35,70.08
20171105,21,40,70.08
20171105,21,45,69.12
20171105,21,50,68.16
20171105,21,55,77.76
20171105,22,0,76.8
20171105,22,5,78.72
20171105,22,10,77.76
20171105,22,15,77.76
20171105,22,20,86.4
20171105,22,25,99.84
20171105,22,30,98.88
20171105,22,35,98.88
20171105,22,40,99.84
20171105,22,45,99.84
20171105,22,50,100.8
20171105,22,55,98.88
20171105,23,0,97.92
20171105,23,5,105.6
20171105,23,10,137.28
20171105,23,15,136.32
20171105,23,20,137.28
20171105,23,25,137.28
20171105,23,30,137.28
20171105,23,35,138.24
20171105,23,40,138.24
20171105,23,45,137.28
20171105,23,50,137.28
20171105,23,55,139.2
20171106,0,0,137.28
20171106,0,5,138.24
20171106,0,10,136.32
20171106,0,15,78.72
20171106,0,20,54.72
20171106,0,25,54.72
20171106,0,30,120
20171106,0,35,139.2
20171106,0,40,138.24
20171106,0,45,129.6
20171106,0,50,80.64
20171106,0,55,53.76
20171106,1,0,53.76
20171106,1,5,52.8
20171106,1,10,52.8
20171106,1,15,48
20171106,1,20,48
20171106,1,25,48.96
20171106,1,30,48
20171106,1,35,48
20171106,1,40,48.96
20171106,1,45,48
20171106,1,50,48
20171106,1,55,48
20171106,2,0,47.04
20171106,2,5,47.04
20171106,2,10,48
20171106,2,15,48
20171106,2,20,48
20171106,2,25,48
20171106,2,30,48
20171106,2,35,48
20171106,2,40,48.96
20171106,2,45,48
20171106,2,50,48.96
20171106,2,55,47.04
20171106,3,0,48
20171106,3,5,48
20171106,3,10,48
20171106,3,15,47.04
20171106,3,20,63.36
20171106,3,25,48.96
20171106,3,30,50.88
20171106,3,35,50.88
20171106,3,40,50.88
20171106,3,45,50.88
20171106,3,50,51.84
20171106,3,55,50.88
20171106,4,0,50.88
20171106,4,5,49.92
20171106,4,10,50.88
20171106,4,15,50.88
20171106,4,20,49.92
20171106,4,25,50.88
20171106,4,30,50.88
20171106,4,35,49.92
20171106,4,40,50.88
20171106,4,45,50.88
20171106,4,50,50.88
20171106,4,55,50.88
20171106,5,0,50.88
20171106,5,5,49.92
20171106,5,10,50.88
20171106,5,15,49.92
20171106,5,20,49.92
20171106,5,25,49.92
20171106,5,30,50.88
20171106,5,35,49.92
20171106,5,40,51.84
20171106,5,45,54.72
20171106,5,50,53.76
20171106,5,55,59.52
20171106,6,0,70.08
20171106,6,5,70.08
20171106,6,10,72.96
20171106,6,15,72
20171106,6,20,74.88
20171106,6,25,78.72
20171106,6,30,104.64
20171106,6,35,117.12
20171106,6,40,223.68
20171106,6,45,225.6
20171106,6,50,125.76
20171106,6,55,151.68
20171106,7,0,169.92
20171106,7,5,171.84
20171106,7,10,184.32
20171106,7,15,192.96
20171106,7,20,198.72
20171106,7,25,199.68
20171106,7,30,197.76
20171106,7,35,298.56
20171106,7,40,316.8
20171106,7,45,327.36
20171106,7,50,333.12
20171106,7,55,336.96
20171106,8,0,331.2
20171106,8,5,289.92
20171106,8,10,160.32
20171106,8,15,163.2
20171106,8,20,166.08
20171106,8,25,164.16
20171106,8,30,167.04
20171106,8,35,201.6
20171106,8,40,223.68
20171106,8,45,165.12
20171106,8,50,158.4
20171106,8,55,256.32
20171106,9,0,332.16
20171106,9,5,275.52
20171106,9,10,178.56
20171106,9,15,190.08
20171106,9,20,307.2
20171106,9,25,316.8
20171106,9,30,322.56
20171106,9,35,330.24
20171106,9,40,331.2
20171106,9,45,334.08
20171106,9,50,387.84
20171106,9,55,336
20171106,10,0,322.56
20171106,10,5,318.72
20171106,10,10,452.16
20171106,10,15,485.76
20171106,10,20,463.68
20171106,10,25,480
20171106,10,30,480.96
20171106,10,35,386.88
20171106,10,40,354.24
20171106,10,45,234.24
20171106,10,50,198.72
20171106,10,55,440.64
20171106,11,0,481.92
20171106,11,5,483.84
20171106,11,10,480
20171106,11,15,478.08
20171106,11,20,482.88
20171106,11,25,480
20171106,11,30,327.36
20171106,11,35,327.36
20171106,11,40,327.36
20171106,11,45,321.6
20171106,11,50,386.88
20171106,11,55,469.44
20171106,12,0,470.4
20171106,12,5,460.8
20171106,12,10,405.12
20171106,12,15,321.6
20171106,12,20,394.56
20171106,12,25,481.92
20171106,12,30,480
20171106,12,35,478.08
20171106,12,40,485.76
20171106,12,45,480.96
20171106,12,50,361.92
20171106,12,55,331.2
20171106,13,0,460.8
20171106,13,5,485.76
20171106,13,10,473.28
20171106,13,15,484.8
20171106,13,20,486.72
20171106,13,25,485.76
20171106,13,30,362.88
20171106,13,35,410.88
20171106,13,40,488.64
20171106,13,45,477.12
20171106,13,50,472.32
20171106,13,55,483.84
20171106,14,0,481.92
20171106,14,5,360.96
20171106,14,10,317.76
20171106,14,15,426.24
20171106,14,20,484.8
20171106,14,25,491.52
20171106,14,30,480.96
20171106,14,35,480
20171106,14,40,489.6
20171106,14,45,349.44
20171106,14,50,406.08
20171106,14,55,486.72
20171106,15,0,482.88
20171106,15,5,484.8
20171106,15,10,487.68
20171106,15,15,467.52
20171106,15,20,325.44
20171106,15,25,376.32
20171106,15,30,445.44
20171106,15,35,485.76
20171106,15,40,487.68
20171106,15,45,483.84
20171106,15,50,485.76
20171106,15,55,486.72
20171106,16,0,386.88
20171106,16,5,403.2
20171106,16,10,466.56
20171106,16,15,473.28
20171106,16,20,484.8
20171106,16,25,488.64
20171106,16,30,484.8
20171106,16,35,432
20171106,16,40,336.96
20171106,16,45,430.08
20171106,16,50,475.2
20171106,16,55,492.48
20171106,17,0,465.6
20171106,17,5,493.44
20171106,17,10,492.48
20171106,17,15,487.68
20171106,17,20,415.68
20171106,17,25,365.76
20171106,17,30,443.52
20171106,17,35,480
20171106,17,40,490.56
20171106,17,45,491.52
20171106,17,50,494.4
20171106,17,55,428.16
20171106,18,0,330.24
20171106,18,5,374.4
20171106,18,10,443.52
20171106,18,15,481.92
20171106,18,20,488.64
20171106,18,25,486.72
20171106,18,30,487.68
20171106,18,35,442.56
20171106,18,40,347.52
20171106,18,45,360.96
20171106,18,50,468.48
20171106,18,55,477.12
20171106,19,0,483.84
20171106,19,5,482.88
20171106,19,10,484.8
20171106,19,15,482.88
20171106,19,20,361.92
20171106,19,25,323.52
20171106,19,30,463.68
20171106,19,35,476.16
20171106,19,40,454.08
20171106,19,45,481.92
20171106,19,50,485.76
20171106,19,55,487.68
20171106,20,0,485.76
20171106,20,5,379.2
20171106,20,10,340.8
20171106,20,15,432
20171106,20,20,473.28
20171106,20,25,488.64
20171106,20,30,486.72
20171106,20,35,489.6
20171106,20,40,489.6
20171106,20,45,337.92
20171106,20,50,328.32
20171106,20,55,442.56
20171106,21,0,481.92
20171106,21,5,479.04
20171106,21,10,481.92
20171106,21,15,490.56
20171106,21,20,489.6
20171106,21,25,488.64
20171106,21,30,344.64
20171106,21,35,349.44
20171106,21,40,435.84
20171106,21,45,475.2
20171106,21,50,485.76
20171106,21,55,488.64
20171106,22,0,484.8
20171106,22,5,400.32
20171106,22,10,351.36
20171106,22,15,425.28
20171106,22,20,464.64
20171106,22,25,485.76
20171106,22,30,487.68
20171106,22,35,491.52
20171106,22,40,489.6
20171106,22,45,484.8
20171106,22,50,432.96
20171106,22,55,341.76
20171106,23,0,453.12
20171106,23,5,482.88
20171106,23,10,484.8
20171106,23,15,485.76
20171106,23,20,486.72
20171106,23,25,469.44
20171106,23,30,314.88
20171106,23,35,331.2
20171106,23,40,416.64
20171106,23,45,465.6
20171106,23,50,451.2
20171106,23,55,456
20171107,0,0,474.24
20171107,0,5,487.68
20171107,0,10,491.52
20171107,0,15,398.4
20171107,0,20,341.76
20171107,0,25,343.68
20171107,0,30,455.04
20171107,0,35,482.88
20171107,0,40,491.52
20171107,0,45,485.76
20171107,0,50,489.6
20171107,0,55,345.6
20171107,1,0,317.76
20171107,1,5,395.52
20171107,1,10,444.48
20171107,1,15,480.96
20171107,1,20,469.44
20171107,1,25,491.52
20171107,1,30,487.68
20171107,1,35,443.52
20171107,1,40,336.96
20171107,1,45,432.96
20171107,1,50,475.2
20171107,1,55,483.84
20171107,2,0,480.96
20171107,2,5,480.96
20171107,2,10,483.84
20171107,2,15,481.92
20171107,2,20,355.2
20171107,2,25,358.08
20171107,2,30,470.4
20171107,2,35,449.28
20171107,2,40,488.64
20171107,2,45,479.04
20171107,2,50,480.96
20171107,2,55,477.12
20171107,3,0,432
20171107,3,5,332.16
20171107,3,10,419.52
20171107,3,15,480
20171107,3,20,480
20171107,3,25,482.88
20171107,3,30,480
20171107,3,35,480
20171107,3,40,434.88
20171107,3,45,315.84
20171107,3,50,327.36
20171107,3,55,324.48
20171107,4,0,307.2
20171107,4,5,362.88
20171107,4,10,445.44
20171107,4,15,445.44
20171107,4,20,461.76
20171107,4,25,408.96
20171107,4,30,341.76
20171107,4,35,346.56
20171107,4,40,408
20171107,4,45,347.52
20171107,4,50,475.2
20171107,4,55,489.6
20171107,5,0,487.68
20171107,5,5,481.92
20171107,5,10,483.84
20171107,5,15,487.68
20171107,5,20,416.64
20171107,5,25,376.32
20171107,5,30,320.64
20171107,5,35,330.24
20171107,5,40,438.72
20171107,5,45,472.32
20171107,5,50,467.52
20171107,5,55,484.8
20171107,6,0,479.04
20171107,6,5,463.68
20171107,6,10,339.84
20171107,6,15,334.08
20171107,6,20,326.4
20171107,6,25,390.72
20171107,6,30,479.04
20171107,6,35,488.64
20171107,6,40,489.6
20171107,6,45,488.64
20171107,6,50,444.48
20171107,6,55,320.64
20171107,7,0,325.44
20171107,7,5,474.24
20171107,7,10,474.24
20171107,7,15,480.96
20171107,7,20,485.76
20171107,7,25,487.68
20171107,7,30,483.84
20171107,7,35,486.72
20171107,7,40,406.08
20171107,7,45,386.88
20171107,7,50,485.76
20171107,7,55,492.48
20171107,8,0,481.92
20171107,8,5,494.4
20171107,8,10,493.44
20171107,8,15,427.2
20171107,8,20,358.08
20171107,8,25,487.68
20171107,8,30,486.72
20171107,8,35,495.36
20171107,8,40,496.32
20171107,8,45,488.64
20171107,8,50,488.64
20171107,8,55,376.32
20171107,9,0,395.52
20171107,9,5,484.8
20171107,9,10,483.84
20171107,9,15,482.88
20171107,9,20,480.96
20171107,9,25,482.88
20171107,9,30,491.52
20171107,9,35,361.92
20171107,9,40,391.68
20171107,9,45,485.76
20171107,9,50,456
20171107,9,55,483.84
20171107,10,0,492.48
20171107,10,5,491.52
20171107,10,10,458.88
20171107,10,15,336
20171107,10,20,465.6
20171107,10,25,494.4
20171107,10,30,483.84
20171107,10,35,481.92
20171107,10,40,487.68
20171107,10,45,489.6
20171107,10,50,451.2
20171107,10,55,326.4
20171107,11,0,456
20171107,11,5,486.72
20171107,11,10,474.24
20171107,11,15,466.56
20171107,11,20,489.6
20171107,11,25,493.44
20171107,11,30,413.76
20171107,11,35,339.84
20171107,11,40,473.28
20171107,11,45,490.56
20171107,11,50,490.56
20171107,11,55,482.88
20171107,12,0,476.16
20171107,12,5,478.08
20171107,12,10,431.04
20171107,12,15,307.2
20171107,12,20,376.32
20171107,12,25,432.96
20171107,12,30,473.28
20171107,12,35,481.92
20171107,12,40,485.76
20171107,12,45,487.68
20171107,12,50,470.4
20171107,12,55,340.8
20171107,13,0,408
20171107,13,5,469.44
20171107,13,10,490.56
20171107,13,15,485.76
20171107,13,20,492.48
20171107,13,25,494.4
20171107,13,30,453.12
20171107,13,35,325.44
20171107,13,40,371.52
20171107,13,45,424.32
20171107,13,50,480
20171107,13,55,494.4
20171107,14,0,491.52
20171107,14,5,487.68
20171107,14,10,471.36
20171107,14,15,337.92
20171107,14,20,386.88
20171107,14,25,448.32
20171107,14,30,483.84
20171107,14,35,492.48
20171107,14,40,494.4
20171107,14,45,487.68
20171107,14,50,408
20171107,14,55,335.04
20171107,15,0,412.8
20171107,15,5,444.48
20171107,15,10,493.44
20171107,15,15,487.68
20171107,15,20,490.56
20171107,15,25,455.04
20171107,15,30,335.04
20171107,15,35,432
20171107,15,40,489.6
20171107,15,45,480
20171107,15,50,483.84
20171107,15,55,485.76
20171107,16,0,380.16
20171107,16,5,390.72
20171107,16,10,470.4
20171107,16,15,481.92
20171107,16,20,482.88
20171107,16,25,468.48
20171107,16,30,480.96
20171107,16,35,485.76
20171107,16,40,372.48
20171107,16,45,395.52
20171107,16,50,465.6
20171107,16,55,485.76
20171107,17,0,484.8
20171107,17,5,486.72
20171107,17,10,414.72
20171107,17,15,384.96
20171107,17,20,480
20171107,17,25,485.76
20171107,17,30,489.6
20171107,17,35,482.88
20171107,17,40,487.68
20171107,17,45,483.84
20171107,17,50,489.6
20171107,17,55,443.52
20171107,18,0,396.48
20171107,18,5,458.88
20171107,18,10,481.92
20171107,18,15,489.6
20171107,18,20,488.64
20171107,18,25,354.24
20171107,18,30,405.12
20171107,18,35,463.68
20171107,18,40,478.08
20171107,18,45,483.84
20171107,18,50,492.48
20171107,18,55,490.56
20171107,19,0,482.88
20171107,19,5,484.8
20171107,19,10,420.48
20171107,19,15,328.32
20171107,19,20,431.04
20171107,19,25,473.28
20171107,19,30,474.24
20171107,19,35,478.08
20171107,19,40,486.72
20171107,19,45,324.48
20171107,19,50,311.04
20171107,19,55,339.84
20171107,20,0,415.68
20171107,20,5,463.68
20171107,20,10,485.76
20171107,20,15,480.96
20171107,20,20,486.72
20171107,20,25,483.84
20171107,20,30,420.48
20171107,20,35,359.04
20171107,20,40,350.4
20171107,20,45,469.44
20171107,20,50,479.04
20171107,20,55,483.84
20171107,21,0,472.32
20171107,21,5,471.36
20171107,21,10,310.08
20171107,21,15,364.8
20171107,21,20,448.32
20171107,21,25,480.96
20171107,21,30,480.96
20171107,21,35,481.92
20171107,21,40,487.68
20171107,21,45,479.04
20171107,21,50,391.68
20171107,21,55,343.68
20171107,22,0,476.16
20171107,22,5,484.8
20171107,22,10,474.24
20171107,22,15,479.04
20171107,22,20,479.04
20171107,22,25,386.88
20171107,22,30,336.96
20171107,22,35,445.44
20171107,22,40,485.76
20171107,22,45,483.84
20171107,22,50,483.84
20171107,22,55,485.76
20171107,23,0,475.2
20171107,23,5,451.2
20171107,23,10,318.72
20171107,23,15,447.36
20171107,23,20,465.6
20171107,23,25,459.84
20171107,23,30,456
20171107,23,35,461.76
20171107,23,40,467.52
20171107,23,45,428.16
20171107,23,50,392.64
20171107,23,55,334.08
20171108,0,0,323.52
20171108,0,5,407.04
20171108,0,10,468.48
20171108,0,15,482.88
20171108,0,20,486.72
20171108,0,25,493.44
20171108,0,30,425.28
20171108,0,35,338.88
20171108,0,40,341.76
20171108,0,45,464.64
20171108,0,50,482.88
20171108,0,55,483.84
20171108,1,0,480.96
20171108,1,5,484.8
20171108,1,10,487.68
20171108,1,15,398.4
20171108,1,20,341.76
20171108,1,25,436.8
20171108,1,30,478.08
20171108,1,35,480.96
20171108,1,40,487.68
20171108,1,45,483.84
20171108,1,50,482.88
20171108,1,55,456.96
20171108,2,0,334.08
20171108,2,5,408.96
20171108,2,10,474.24
20171108,2,15,480.96
20171108,2,20,483.84
20171108,2,25,480.96
20171108,2,30,480.96
20171108,2,35,446.4
20171108,2,40,318.72
20171108,2,45,338.88
20171108,2,50,420.48
20171108,2,55,470.4
20171108,3,0,479.04
20171108,3,5,476.16
20171108,3,10,483.84
20171108,3,15,478.08
20171108,3,20,354.24
20171108,3,25,398.4
20171108,3,30,477.12
